1	97
1	133
1	341
2	19
2	82
2	308
3	34
3	35
3	226
4	9
4	233
4	292
5	11
5	429
5	471
6	41
6	53
6	238
7	172
7	280
7	471
8	447
8	452
8	498
9	4
9	233
9	292
10	51
10	122
10	212
11	5
11	444
11	471
12	98
12	274
12	437
13	115
13	126
13	188
14	88
14	335
14	350
15	131
15	218
15	478
16	410
16	455
17	163
17	206
17	215
18	379
18	392
18	431
19	2
19	82
19	308
20	130
20	183
20	512
21	123
21	165
21	175
22	459
22	468
22	486
23	63
23	263
23	350
24	28
24	143
24	368
25	49
25	57
25	237
26	234
26	322
27	400
27	456
27	482
28	24
28	164
28	368
29	186
29	229
29	239
30	93
30	194
30	245
31	59
31	161
31	178
32	78
32	158
32	166
33	91
33	439
33	462
34	3
34	35
34	50
35	3
35	34
35	50
36	351
36	377
36	496
37	134
37	374
37	445
38	110
38	374
38	445
39	382
39	479
39	511
40	136
40	230
40	316
41	6
41	238
41	278
42	324
42	357
42	492
43	61
43	232
43	236
44	275
44	342
44	355
45	214
45	423
45	473
46	267
46	322
46	331
47	107
47	313
47	346
48	454
48	474
48	511
49	25
49	237
49	332
50	34
50	35
50	404
51	10
51	122
51	212
52	329
52	331
52	383
53	6
53	238
53	469
54	343
54	443
54	478
55	480
55	481
55	502
56	77
56	86
56	160
57	25
57	237
57	411
58	274
58	311
58	490
59	31
59	161
59	393
60	367
60	406
60	425
61	43
61	236
61	424
62	216
62	296
62	315
63	23
63	169
63	222
64	361
64	369
64	475
65	151
65	181
65	293
66	398
66	483
66	503
67	433
67	434
67	461
68	226
68	267
68	431
69	267
69	431
69	444
70	174
70	192
70	260
71	84
71	244
71	325
72	354
72	417
72	458
73	292
73	430
73	476
74	76
74	196
74	290
75	307
75	487
75	504
76	74
76	150
76	290
77	56
77	86
77	297
78	32
78	158
79	225
79	335
79	468
80	100
80	441
80	507
81	131
81	382
81	478
82	2
82	19
82	308
83	129
83	156
83	401
84	71
84	203
84	244
85	147
85	242
85	340
86	56
86	77
86	160
87	356
87	432
87	460
88	14
88	225
88	350
89	252
89	273
89	376
90	258
90	419
90	438
91	33
91	463
91	508
92	353
92	418
92	423
93	30
93	194
93	245
94	257
94	454
94	474
95	277
95	323
95	443
96	262
96	264
96	510
97	1
97	133
97	341
98	12
98	159
98	490
99	178
99	387
99	512
100	80
100	124
100	182
101	153
101	372
101	383
102	361
102	369
102	475
103	269
103	330
103	334
104	358
104	363
104	502
105	199
105	379
105	392
106	256
106	381
106	449
107	47
107	313
107	346
108	248
108	357
108	396
109	116
109	329
109	331
110	38
110	374
110	445
111	281
111	304
111	391
112	403
112	435
112	494
113	257
113	454
113	474
114	245
114	369
114	475
115	13
115	126
115	188
116	109
116	142
116	144
117	278
117	430
117	476
118	174
118	192
118	459
119	155
119	259
119	270
120	139
120	440
120	470
121	124
121	182
121	315
122	10
122	51
122	212
123	21
123	165
123	175
124	100
124	121
124	182
125	141
125	371
125	477
126	13
126	115
126	188
127	142
127	144
127	298
128	227
128	250
128	265
129	83
129	156
129	164
130	20
130	387
130	512
131	15
131	81
131	478
132	219
132	299
132	405
133	1
133	97
133	341
134	37
134	374
134	445
135	378
135	449
135	510
136	40
136	316
137	199
137	379
137	392
138	210
138	211
138	384
139	120
139	231
139	314
140	442
140	451
140	465
141	125
141	371
141	477
142	116
142	127
142	298
143	24
143	240
143	368
144	116
144	127
144	298
145	356
145	460
145	487
146	388
146	451
146	465
147	85
147	242
147	340
148	395
148	472
148	473
149	275
149	342
149	355
150	76
150	154
150	390
151	65
151	218
151	478
152	385
152	477
152	494
153	101
153	306
153	372
154	150
154	288
154	390
155	119
155	259
155	270
156	83
156	129
156	164
157	398
157	483
157	503
158	32
158	78
158	166
159	98
159	430
159	476
160	56
160	86
160	450
161	31
161	59
161	178
162	268
162	306
162	389
163	17
163	184
163	215
164	28
164	129
164	156
165	21
165	123
165	362
166	32
166	158
166	393
167	432
167	466
167	495
168	295
168	310
168	401
169	63
169	222
169	263
170	360
170	424
170	493
171	364
171	446
171	484
172	7
172	243
172	365
173	456
173	482
173	505
174	70
174	118
174	192
175	21
175	123
175	291
176	243
176	345
176	365
177	288
177	390
177	416
178	31
178	99
178	161
179	299
179	371
179	477
180	262
180	264
180	296
181	65
181	261
181	293
182	100
182	121
182	124
183	20
183	387
183	512
184	163
184	206
184	215
185	213
185	219
185	405
186	29
186	229
186	239
187	359
187	489
187	500
188	13
188	115
188	126
189	251
189	410
189	455
190	287
190	313
190	346
191	241
191	446
191	484
192	70
192	118
192	174
193	411
193	438
193	479
194	30
194	93
194	245
195	269
195	330
195	334
196	74
196	290
196	485
197	217
197	281
197	304
198	384
198	387
198	453
199	105
199	137
199	392
200	422
200	440
200	470
201	261
201	293
201	481
202	288
202	390
202	416
203	84
203	244
203	325
204	321
204	327
204	488
205	231
205	314
205	415
206	17
206	184
206	394
207	373
207	399
207	457
208	266
208	321
208	327
209	433
209	434
209	461
210	138
210	211
210	384
211	138
211	210
211	384
212	10
212	51
212	122
213	185
213	405
213	448
214	45
214	389
214	472
215	17
215	163
215	184
216	62
216	297
216	315
217	197
217	281
217	304
218	15
218	151
218	478
219	132
219	185
219	405
220	426
220	453
220	497
221	422
221	440
221	470
222	63
222	169
222	263
223	339
223	491
223	507
224	312
224	407
224	485
225	79
225	88
225	247
226	3
226	68
226	431
227	128
227	250
227	265
228	305
228	319
228	457
229	29
229	186
229	239
230	40
230	316
230	463
231	139
231	205
231	314
232	43
232	236
233	4
233	9
233	292
234	26
234	322
235	259
235	270
235	330
236	43
236	61
236	232
237	25
237	49
237	57
238	6
238	41
238	53
239	29
239	186
239	229
240	143
240	368
240	497
241	191
241	250
241	265
242	85
242	147
242	290
242	340
243	172
243	176
243	286
243	365
244	71
244	84
244	203
244	325
245	30
245	93
245	114
245	194
246	249
246	324
246	357
246	492
247	225
247	397
247	420
247	506
248	108
248	385
248	403
248	494
249	246
249	324
249	357
249	492
250	128
250	227
250	241
250	265
251	189
251	332
251	410
251	455
252	89
252	258
252	276
252	376
253	397
253	420
253	427
253	506
254	282
254	426
254	453
254	497
255	274
255	311
255	437
255	490
256	106
256	378
256	449
256	510
257	94
257	113
257	328
257	511
258	90
258	252
258	276
258	419
259	119
259	155
259	235
259	270
260	70
260	326
260	353
260	509
261	181
261	201
261	293
261	356
262	96
262	180
262	264
262	296
263	23
263	169
263	222
263	353
264	96
264	180
264	262
264	296
265	128
265	227
265	241
265	250
266	208
266	314
266	321
266	327
267	46
267	68
267	69
267	431
268	162
268	306
268	372
268	383
269	103
269	195
269	330
269	334
270	119
270	155
270	235
270	259
271	352
271	370
271	480
271	481
272	333
272	347
272	391
272	414
273	89
273	339
273	376
273	419
274	12
274	58
274	255
274	490
275	44
275	149
275	342
275	355
276	252
276	258
276	376
276	419
277	95
277	323
277	343
277	443
278	41
278	117
278	430
278	476
279	300
279	351
279	436
279	496
280	7
280	429
280	444
280	471
281	111
281	197
281	217
281	304
282	254
282	426
282	453
282	497
283	395
283	435
283	472
